1135.2631145	792.1086922	64.2518729	22.0000000
1121.0520244	839.4410169	64.2143786	16.0000000
1096.3886150	813.3470480	64.2143720	22.0000000
1111.0814333	760.9017422	64.2237458	25.0000000
1161.1216728	741.3446853	64.2018694	20.0000000
1182.6008495	805.0242259	64.2487409	20.0000000
1158.9240208	832.6095166	64.2956264	23.0000000
1099.6515726	865.3196550	64.3049966	20.0000000
1068.7830315	832.0304573	64.2924963	21.0000000
1069.1066742	771.4104976	64.2549973	21.0000000
1078.8118345	752.7139105	64.2456222	24.0000000
1099.2648355	745.8574771	64.2268724	27.0000000
1213.3534123	754.1695200	64.2893711	19.0000000
1223.3300998	775.8950862	64.3049990	20.0000000
1198.6057913	803.2130161	64.2268708	24.0000000
1217.9893557	840.1639611	64.3206233	21.0000000
1178.2284057	872.4314433	64.3549968	19.0000000
1139.8482472	884.9218311	64.3268719	22.0000000
1150.9344713	787.5255671	64.2112453	20.0000000
