1140.0270344	1020.7372275	63.9184567	19.0000000
1122.5311166	1044.3389306	63.9118764	22.0000000
1075.7547071	1035.2915382	63.9747111	20.0000000
1092.4919269	1005.7811234	63.8808296	21.0000000
1087.9209744	958.9931194	63.9452075	24.0000000
1151.3349950	922.9041021	63.9984505	23.0000000
1224.0275570	965.5440214	64.0152206	23.0000000
1194.4370689	995.0259492	63.9144105	23.0000000
1223.6583692	1036.7092075	63.9817747	21.0000000
1156.0466042	1088.8968968	63.9697204	21.0000000
1181.2226459	1045.7850161	63.9337011	21.0000000
1173.2949456	1006.1046801	63.9267597	23.0000000
1133.8610160	983.7924704	63.9219458	24.0000000
