1135.2631145	792.1086922	62.2956226	15.0000000
1121.0520244	839.4410169	62.2831237	16.0000000
1096.3886150	813.3470480	62.2924967	16.0000000
1111.0814333	760.9017422	62.2174969	16.0000000
1161.1216728	741.3446853	62.2362458	16.0000000
1182.6008495	805.0242259	62.3174945	17.0000000
1158.9240208	832.6095166	62.3299969	16.0000000
1099.6515726	865.3196550	62.2425010	17.0000000
1068.7830315	832.0304573	62.3206223	19.0000000
1069.1066742	771.4104976	62.2956222	12.0000000
1078.8118345	752.7139105	62.2581246	18.0000000
1099.2648355	745.8574771	62.2456218	13.0000000
1213.3534123	754.1695200	62.1706299	13.0000000
1223.3300998	775.8950862	62.2393728	15.0000000
1198.6057913	803.2130161	62.3206247	16.0000000
1217.9893557	840.1639611	62.3268762	20.0000000
1178.2284057	872.4314433	62.2799964	14.0000000
1139.8482472	884.9218311	62.3174951	14.0000000
1150.9344713	787.5255671	62.3112467	19.0000000
